Action,Prefix,Two-letter ISO Country Code,Description,Country Subdivision
,,,,
add,77172,KZ,Astana,Kazakhstan
,,,,
add,776099,KZ,Commercial Networks,Kazakhstan
,,,,
add,7762,KZ,Commercial Networks,Kazakhstan
,,,,
add,7763,KZ,Commercial Networks,Kazakhstan
,,,,
add,7764,KZ,Commercial Networks,Kazakhstan
,,,,
add,7701,KZ,K-Cell Mobile,Kazakhstan
,,,,
add,7702,KZ,K-Cell Mobile,Kazakhstan
,,,,
add,7775,KZ,K-Cell Mobile,Kazakhstan
,,,,
add,7778,KZ,K-Cell Mobile,Kazakhstan
,,,,
add,77212,KZ,Karaganda,Kazakhstan
,,,,
add,7705,KZ,Kartel Mobile,Kazakhstan
,,,,
add,7771,KZ,Kartel Mobile,Kazakhstan
,,,,
add,7776,KZ,Kartel Mobile,Kazakhstan
,,,,
add,7777,KZ,Kartel Mobile,Kazakhstan
,,,,
add,77112,KZ,Metros,Kazakhstan
,,,,
add,77122,KZ,Metros,Kazakhstan
,,,,
add,77132,KZ,Metros,Kazakhstan
,,,,
add,77142,KZ,Metros,Kazakhstan
,,,,
add,77152,KZ,Metros,Kazakhstan
,,,,
add,77162,KZ,Metros,Kazakhstan
,,,,
add,77182,KZ,Metros,Kazakhstan
,,,,
add,77232,KZ,Metros,Kazakhstan
,,,,
add,77242,KZ,Metros,Kazakhstan
,,,,
add,77252,KZ,Metros,Kazakhstan
,,,,
add,77262,KZ,Metros,Kazakhstan
,,,,
add,77282,KZ,Metros,Kazakhstan
,,,,
add,77292,KZ,Metros,Kazakhstan
,,,,
add,7700,KZ,Mobile,Kazakhstan
,,,,
add,7707,KZ,Mobile,Kazakhstan
,,,,
add,7708,KZ,Mobile,Kazakhstan
,,,,
add,7747,KZ,Mobile,Kazakhstan
,,,,
add,771,KZ,Other,Kazakhstan
,,,,
add,772,KZ,Other,Kazakhstan
,,,,
add,776,KZ,Other,Kazakhstan
,,,,
add,25473,KE,Airtel Mobile,Kenya
,,,,
add,25475,KE,Airtel Mobile,Kenya
,,,,
add,25476,KE,Airtel Mobile,Kenya
,,,,
add,25478,KE,Airtel Mobile,Kenya
,,,,
add,25420,KE,Orange Mobile,Kenya
,,,,
add,25441,KE,Orange Mobile,Kenya
,,,,
add,25451,KE,Orange Mobile,Kenya
,,,,
add,25453,KE,Orange Mobile,Kenya
,,,,
add,25457,KE,Orange Mobile,Kenya
,,,,
add,25461,KE,Orange Mobile,Kenya
,,,,
add,25477,KE,Orange Mobile,Kenya
,,,,
add,254,KE,Other,Kenya
,,,,
add,2542051,KE,Safaricom Mobile,Kenya
,,,,
add,2544150,KE,Safaricom Mobile,Kenya
,,,,
add,2544450,KE,Safaricom Mobile,Kenya
,,,,
add,2544651,KE,Safaricom Mobile,Kenya
,,,,
add,2545183,KE,Safaricom Mobile,Kenya
,,,,
add,2545670,KE,Safaricom Mobile,Kenya
,,,,
add,2545785,KE,Safaricom Mobile,Kenya
,,,,
add,2546184,KE,Safaricom Mobile,Kenya
,,,,
add,25470,KE,Safaricom Mobile,Kenya
,,,,
add,25471,KE,Safaricom Mobile,Kenya
,,,,
add,25472,KE,Safaricom Mobile,Kenya
,,,,
add,254790,KE,Safaricom Mobile,Kenya
,,,,
add,254791,KE,Safaricom Mobile,Kenya
,,,,
add,254792,KE,Safaricom Mobile,Kenya
,,,,
add,686,KI,All Country,Kiribati
,,,,
add,9655,KW,Mobile,Kuwait
,,,,
add,9656,KW,Mobile,Kuwait
,,,,
add,965,KW,Other,Kuwait
,,,,
add,9659,KW,Zain Mobile,Kuwait
,,,,
add,99655,KG,Bimokom Mobile,Kyrgyzstan
,,,,
add,996312,KG,Bishkek,Kyrgyzstan
,,,,
add,996200,KG,Mobile,Kyrgyzstan
,,,,
add,996201,KG,Mobile,Kyrgyzstan
,,,,
add,996202,KG,Mobile,Kyrgyzstan
,,,,
add,996203,KG,Mobile,Kyrgyzstan
,,,,
add,996204,KG,Mobile,Kyrgyzstan
,,,,
add,996205,KG,Mobile,Kyrgyzstan
,,,,
add,99631247,KG,Mobile,Kyrgyzstan
,,,,
add,99631258,KG,Mobile,Kyrgyzstan
,,,,
add,99631269,KG,Mobile,Kyrgyzstan
,,,,
add,9963127,KG,Mobile,Kyrgyzstan
,,,,
add,99631287,KG,Mobile,Kyrgyzstan
,,,,
add,99631288,KG,Mobile,Kyrgyzstan
,,,,
add,99631289,KG,Mobile,Kyrgyzstan
,,,,
add,99631290,KG,Mobile,Kyrgyzstan
,,,,
add,99631291,KG,Mobile,Kyrgyzstan
,,,,
add,99631292,KG,Mobile,Kyrgyzstan
,,,,
add,99631293,KG,Mobile,Kyrgyzstan
,,,,
add,99631295,KG,Mobile,Kyrgyzstan
,,,,
add,99631296,KG,Mobile,Kyrgyzstan
,,,,
add,99631297,KG,Mobile,Kyrgyzstan
,,,,
add,99631298,KG,Mobile,Kyrgyzstan
,,,,
add,99631299,KG,Mobile,Kyrgyzstan
,,,,
add,99651,KG,Mobile,Kyrgyzstan
,,,,
add,996543,KG,Mobile,Kyrgyzstan
,,,,
add,996545,KG,Mobile,Kyrgyzstan
,,,,
add,99656,KG,Mobile,Kyrgyzstan
,,,,
add,99657,KG,Mobile,Kyrgyzstan
,,,,
add,9966119,KG,Mobile,Kyrgyzstan
,,,,
add,9966126,KG,Mobile,Kyrgyzstan
,,,,
add,996622,KG,Mobile,Kyrgyzstan
,,,,
add,996312973,KG,Nurtelecom Mobile,Kyrgyzstan
,,,,
add,99670,KG,Nurtelecom Mobile,Kyrgyzstan
,,,,
add,996,KG,Other,Kyrgyzstan
,,,,
add,99677,KG,Sky Mobile,Kyrgyzstan
,,,,
add,856,LA,All Country,Laos
,,,,
add,3712010,LV,Bite Mobile,Latvia
,,,,
add,3712011,LV,Bite Mobile,Latvia
,,,,
add,3712012,LV,Bite Mobile,Latvia
,,,,
add,3712013,LV,Bite Mobile,Latvia
,,,,
add,3712014,LV,Bite Mobile,Latvia
,,,,
add,3712015,LV,Bite Mobile,Latvia
,,,,
add,3712016,LV,Bite Mobile,Latvia
,,,,
add,3712017,LV,Bite Mobile,Latvia
,,,,
add,3712019,LV,Bite Mobile,Latvia
,,,,
add,371206,LV,Bite Mobile,Latvia
,,,,
add,371207,LV,Bite Mobile,Latvia
,,,,
add,3712080,LV,Bite Mobile,Latvia
,,,,
add,3712081,LV,Bite Mobile,Latvia
,,,,
add,3712082,LV,Bite Mobile,Latvia
,,,,
add,3712083,LV,Bite Mobile,Latvia
,,,,
add,3712084,LV,Bite Mobile,Latvia
,,,,
add,3712085,LV,Bite Mobile,Latvia
,,,,
add,3712086,LV,Bite Mobile,Latvia
,,,,
add,3712087,LV,Bite Mobile,Latvia
,,,,
add,3712088,LV,Bite Mobile,Latvia
,,,,
add,3712205,LV,Bite Mobile,Latvia
,,,,
add,3712206,LV,Bite Mobile,Latvia
,,,,
add,3712207,LV,Bite Mobile,Latvia
,,,,
add,3712208,LV,Bite Mobile,Latvia
,,,,
add,3712209,LV,Bite Mobile,Latvia
,,,,
add,371221,LV,Bite Mobile,Latvia
,,,,
add,3712239,LV,Bite Mobile,Latvia
,,,,
add,371225,LV,Bite Mobile,Latvia
,,,,
add,3712272,LV,Bite Mobile,Latvia
,,,,
add,3712280,LV,Bite Mobile,Latvia
,,,,
add,3712281,LV,Bite Mobile,Latvia
,,,,
add,3712282,LV,Bite Mobile,Latvia
,,,,
add,3712283,LV,Bite Mobile,Latvia
,,,,
add,3712284,LV,Bite Mobile,Latvia
,,,,
add,371230,LV,Bite Mobile,Latvia
,,,,
add,371231,LV,Bite Mobile,Latvia
,,,,
add,3712320,LV,Bite Mobile,Latvia
,,,,
add,3712322,LV,Bite Mobile,Latvia
,,,,
add,3712327,LV,Bite Mobile,Latvia
,,,,
add,3712330,LV,Bite Mobile,Latvia
,,,,
add,3712337,LV,Bite Mobile,Latvia
,,,,
add,3712347,LV,Bite Mobile,Latvia
,,,,
add,3712355,LV,Bite Mobile,Latvia
,,,,
add,3712357,LV,Bite Mobile,Latvia
,,,,
add,3712366,LV,Bite Mobile,Latvia
,,,,
add,3712377,LV,Bite Mobile,Latvia
,,,,
add,371238,LV,Bite Mobile,Latvia
,,,,
add,371239,LV,Bite Mobile,Latvia
,,,,
add,3712411,LV,Bite Mobile,Latvia
,,,,
add,3712420,LV,Bite Mobile,Latvia
,,,,
add,3712422,LV,Bite Mobile,Latvia
,,,,
add,3712424,LV,Bite Mobile,Latvia
,,,,
add,371243,LV,Bite Mobile,Latvia
,,,,
add,3712440,LV,Bite Mobile,Latvia
,,,,
add,3712442,LV,Bite Mobile,Latvia
,,,,
add,371245,LV,Bite Mobile,Latvia
,,,,
add,371246,LV,Bite Mobile,Latvia
,,,,
add,3712477,LV,Bite Mobile,Latvia
,,,,
add,3712488,LV,Bite Mobile,Latvia
,,,,
add,371251,LV,Bite Mobile,Latvia
,,,,
add,3712550,LV,Bite Mobile,Latvia
,,,,
add,3712551,LV,Bite Mobile,Latvia
,,,,
add,3712552,LV,Bite Mobile,Latvia
,,,,
add,3712553,LV,Bite Mobile,Latvia
,,,,
add,3712554,LV,Bite Mobile,Latvia
,,,,
add,3712555,LV,Bite Mobile,Latvia
,,,,
add,3712585,LV,Bite Mobile,Latvia
,,,,
add,3712586,LV,Bite Mobile,Latvia
,,,,
add,3712587,LV,Bite Mobile,Latvia
,,,,
add,3712588,LV,Bite Mobile,Latvia
,,,,
add,3712720,LV,Bite Mobile,Latvia
,,,,
add,3712721,LV,Bite Mobile,Latvia
,,,,
add,3712722,LV,Bite Mobile,Latvia
,,,,
add,3712723,LV,Bite Mobile,Latvia
,,,,
add,3712724,LV,Bite Mobile,Latvia
,,,,
add,3712725,LV,Bite Mobile,Latvia
,,,,
add,3712727,LV,Bite Mobile,Latvia
,,,,
add,3712728,LV,Bite Mobile,Latvia
,,,,
add,371274,LV,Bite Mobile,Latvia
,,,,
add,371275,LV,Bite Mobile,Latvia
,,,,
add,3712760,LV,Bite Mobile,Latvia
,,,,
add,3712761,LV,Bite Mobile,Latvia
,,,,
add,3712762,LV,Bite Mobile,Latvia
,,,,
add,3712763,LV,Bite Mobile,Latvia
,,,,
add,3712764,LV,Bite Mobile,Latvia
,,,,
add,3712765,LV,Bite Mobile,Latvia
,,,,
add,3712766,LV,Bite Mobile,Latvia
,,,,
add,3712767,LV,Bite Mobile,Latvia
,,,,
add,371277,LV,Bite Mobile,Latvia
,,,,
add,371279,LV,Bite Mobile,Latvia
,,,,
add,3712855,LV,Bite Mobile,Latvia
,,,,
add,3712902,LV,Bite Mobile,Latvia
,,,,
add,371202,LV,Lmt Mobile,Latvia
,,,,
add,3712200,LV,Lmt Mobile,Latvia
,,,,
add,3712201,LV,Lmt Mobile,Latvia
,,,,
add,3712202,LV,Lmt Mobile,Latvia
,,,,
add,3712203,LV,Lmt Mobile,Latvia
,,,,
add,3712204,LV,Lmt Mobile,Latvia
,,,,
add,371224,LV,Lmt Mobile,Latvia
,,,,
add,3712266,LV,Lmt Mobile,Latvia
,,,,
add,3712277,LV,Lmt Mobile,Latvia
,,,,
add,3712288,LV,Lmt Mobile,Latvia
,,,,
add,3712299,LV,Lmt Mobile,Latvia
,,,,
add,3712328,LV,Lmt Mobile,Latvia
,,,,
add,3712444,LV,Lmt Mobile,Latvia
,,,,
add,371254,LV,Lmt Mobile,Latvia
,,,,
add,3712556,LV,Lmt Mobile,Latvia
,,,,
add,3712557,LV,Lmt Mobile,Latvia
,,,,
add,3712558,LV,Lmt Mobile,Latvia
,,,,
add,3712559,LV,Lmt Mobile,Latvia
,,,,
add,371256,LV,Lmt Mobile,Latvia
,,,,
add,371257,LV,Lmt Mobile,Latvia
,,,,
add,371261,LV,Lmt Mobile,Latvia
,,,,
add,371262,LV,Lmt Mobile,Latvia
,,,,
add,371263,LV,Lmt Mobile,Latvia
,,,,
add,371264,LV,Lmt Mobile,Latvia
,,,,
add,371265,LV,Lmt Mobile,Latvia
,,,,
add,371266,LV,Lmt Mobile,Latvia
,,,,
add,3712729,LV,Lmt Mobile,Latvia
,,,,
add,371273,LV,Lmt Mobile,Latvia
,,,,
add,3712777,LV,Lmt Mobile,Latvia
,,,,
add,371278,LV,Lmt Mobile,Latvia
,,,,
add,371283,LV,Lmt Mobile,Latvia
,,,,
add,3712849,LV,Lmt Mobile,Latvia
,,,,
add,371286,LV,Lmt Mobile,Latvia
,,,,
add,371287,LV,Lmt Mobile,Latvia
,,,,
add,371291,LV,Lmt Mobile,Latvia
,,,,
add,371292,LV,Lmt Mobile,Latvia
,,,,
add,371293,LV,Lmt Mobile,Latvia
,,,,
add,371294,LV,Lmt Mobile,Latvia
,,,,
add,371,LV,Other,Latvia
,,,,
add,3716130,LV,Other 2,Latvia
,,,,
add,371617000,LV,Other 2,Latvia
,,,,
add,3716200,LV,Other 2,Latvia
,,,,
add,3716210,LV,Other 2,Latvia
,,,,
add,371621111,LV,Other 2,Latvia
,,,,
add,3716220,LV,Other 2,Latvia
,,,,
add,371622100,LV,Other 2,Latvia
,,,,
add,3716222,LV,Other 2,Latvia
,,,,
add,3716230,LV,Other 2,Latvia
,,,,
add,371623333,LV,Other 2,Latvia
,,,,
add,371624444,LV,Other 2,Latvia
,,,,
add,3716250,LV,Other 2,Latvia
,,,,
add,371625555,LV,Other 2,Latvia
,,,,
add,3716260,LV,Other 2,Latvia
,,,,
add,371626666,LV,Other 2,Latvia
,,,,
add,3716270,LV,Other 2,Latvia
,,,,
add,371627777,LV,Other 2,Latvia
,,,,
add,3716280,LV,Other 2,Latvia
,,,,
add,371628888,LV,Other 2,Latvia
,,,,
add,3716290,LV,Other 2,Latvia
,,,,
add,371629999,LV,Other 2,Latvia
,,,,
add,3716303,LV,Other 2,Latvia
,,,,
add,3716309,LV,Other 2,Latvia
,,,,
add,3716311,LV,Other 2,Latvia
,,,,
add,3716313,LV,Other 2,Latvia
,,,,
add,3716321,LV,Other 2,Latvia
,,,,
add,3716328,LV,Other 2,Latvia
,,,,
add,3716331,LV,Other 2,Latvia
,,,,
add,3716333,LV,Other 2,Latvia
,,,,
add,3716339,LV,Other 2,Latvia
,,,,
add,3716341,LV,Other 2,Latvia
,,,,
add,3716347,LV,Other 2,Latvia
,,,,
add,3716350,LV,Other 2,Latvia
,,,,
add,371635555,LV,Other 2,Latvia
,,,,
add,3716358,LV,Other 2,Latvia
,,,,
add,3716361,LV,Other 2,Latvia
,,,,
add,3716365,LV,Other 2,Latvia
,,,,
add,3716371,LV,Other 2,Latvia
,,,,
add,3716377,LV,Other 2,Latvia
,,,,
add,3716379,LV,Other 2,Latvia
,,,,
add,3716381,LV,Other 2,Latvia
,,,,
add,371638888,LV,Other 2,Latvia
,,,,
add,3716389,LV,Other 2,Latvia
,,,,
add,3716391,LV,Other 2,Latvia
,,,,
add,3716399,LV,Other 2,Latvia
,,,,
add,3716401,LV,Other 2,Latvia
,,,,
add,3716409,LV,Other 2,Latvia
,,,,
add,3716411,LV,Other 2,Latvia
,,,,
add,3716418,LV,Other 2,Latvia
,,,,
add,3716421,LV,Other 2,Latvia
,,,,
add,3716429,LV,Other 2,Latvia
,,,,
add,3716431,LV,Other 2,Latvia
,,,,
add,3716433,LV,Other 2,Latvia
,,,,
add,3716437,LV,Other 2,Latvia
,,,,
add,3716439,LV,Other 2,Latvia
,,,,
add,3716441,LV,Other 2,Latvia
,,,,
add,3716442,LV,Other 2,Latvia
,,,,
add,371644444,LV,Other 2,Latvia
,,,,
add,3716446,LV,Other 2,Latvia
,,,,
add,3716451,LV,Other 2,Latvia
,,,,
add,371645555,LV,Other 2,Latvia
,,,,
add,3716458,LV,Other 2,Latvia
,,,,
add,3716461,LV,Other 2,Latvia
,,,,
add,371646666,LV,Other 2,Latvia
,,,,
add,3716467,LV,Other 2,Latvia
,,,,
add,3716468,LV,Other 2,Latvia
,,,,
add,3716471,LV,Other 2,Latvia
,,,,
add,371647777,LV,Other 2,Latvia
,,,,
add,3716479,LV,Other 2,Latvia
,,,,
add,3716481,LV,Other 2,Latvia
,,,,
add,3716488,LV,Other 2,Latvia
,,,,
add,3716490,LV,Other 2,Latvia
,,,,
add,371649999,LV,Other 2,Latvia
,,,,
add,3716501,LV,Other 2,Latvia
,,,,
add,3716509,LV,Other 2,Latvia
,,,,
add,3716511,LV,Other 2,Latvia
,,,,
add,3716518,LV,Other 2,Latvia
,,,,
add,3716521,LV,Other 2,Latvia
,,,,
add,371652222,LV,Other 2,Latvia
,,,,
add,3716528,LV,Other 2,Latvia
,,,,
add,3716531,LV,Other 2,Latvia
,,,,
add,371653333,LV,Other 2,Latvia
,,,,
add,3716539,LV,Other 2,Latvia
,,,,
add,3716541,LV,Other 2,Latvia
,,,,
add,3716548,LV,Other 2,Latvia
,,,,
add,3716550,LV,Other 2,Latvia
,,,,
add,371655111,LV,Other 2,Latvia
,,,,
add,3716555,LV,Other 2,Latvia
,,,,
add,3716558,LV,Other 2,Latvia
,,,,
add,3716561,LV,Other 2,Latvia
,,,,
add,3716563,LV,Other 2,Latvia
,,,,
add,371656666,LV,Other 2,Latvia
,,,,
add,3716567,LV,Other 2,Latvia
,,,,
add,3716569,LV,Other 2,Latvia
,,,,
add,3716571,LV,Other 2,Latvia
,,,,
add,3716577,LV,Other 2,Latvia
,,,,
add,3716579,LV,Other 2,Latvia
,,,,
add,3716580,LV,Other 2,Latvia
,,,,
add,3716581,LV,Other 2,Latvia
,,,,
add,3716582,LV,Other 2,Latvia
,,,,
add,3716588,LV,Other 2,Latvia
,,,,
add,3716590,LV,Other 2,Latvia
,,,,
add,371659999,LV,Other 2,Latvia
,,,,
add,371660,LV,Other 2,Latvia
,,,,
add,371661,LV,Other 2,Latvia
,,,,
add,371662,LV,Other 2,Latvia
,,,,
add,371663344,LV,Other 2,Latvia
,,,,
add,371663366,LV,Other 2,Latvia
,,,,
add,371664444,LV,Other 2,Latvia
,,,,
add,371664466,LV,Other 2,Latvia
,,,,
add,371666555,LV,Other 2,Latvia
,,,,
add,3716666,LV,Other 2,Latvia
,,,,
add,371666777,LV,Other 2,Latvia
,,,,
add,371666888,LV,Other 2,Latvia
,,,,
add,371666999,LV,Other 2,Latvia
,,,,
add,3716677,LV,Other 2,Latvia
,,,,
add,3716688,LV,Other 2,Latvia
,,,,
add,3716689,LV,Other 2,Latvia
,,,,
add,371669,LV,Other 2,Latvia
,,,,
add,3716715,LV,Other 2,Latvia
,,,,
add,3716716,LV,Other 2,Latvia
,,,,
add,3716719,LV,Other 2,Latvia
,,,,
add,3716723,LV,Other 2,Latvia
,,,,
add,3716748,LV,Other 2,Latvia
,,,,
add,3716749,LV,Other 2,Latvia
,,,,
add,3716763,LV,Other 2,Latvia
,,,,
add,3716764,LV,Other 2,Latvia
,,,,
add,3716765,LV,Other 2,Latvia
,,,,
add,37167660,LV,Other 2,Latvia
,,,,
add,37167661,LV,Other 2,Latvia
,,,,
add,37167662,LV,Other 2,Latvia
,,,,
add,37167663,LV,Other 2,Latvia
,,,,
add,37167664,LV,Other 2,Latvia
,,,,
add,37167665,LV,Other 2,Latvia
,,,,
add,37167666,LV,Other 2,Latvia
,,,,
add,37167669,LV,Other 2,Latvia
,,,,
add,3716769,LV,Other 2,Latvia
,,,,
add,3716771,LV,Other 2,Latvia
,,,,
add,3716772,LV,Other 2,Latvia
,,,,
add,3716778,LV,Other 2,Latvia
,,,,
add,3716779,LV,Other 2,Latvia
,,,,
add,3716785,LV,Other 2,Latvia
,,,,
add,3716787,LV,Other 2,Latvia
,,,,
add,3716788,LV,Other 2,Latvia
,,,,
add,371680000,LV,Other 2,Latvia
,,,,
add,3716820,LV,Other 2,Latvia
,,,,
add,371682222,LV,Other 2,Latvia
,,,,
add,3716830,LV,Other 2,Latvia
,,,,
add,371683333,LV,Other 2,Latvia
,,,,
add,3716838,LV,Other 2,Latvia
,,,,
add,3716840,LV,Other 2,Latvia
,,,,
add,3716841,LV,Other 2,Latvia
,,,,
add,371684444,LV,Other 2,Latvia
,,,,
add,3716848,LV,Other 2,Latvia
,,,,
add,3716860,LV,Other 2,Latvia
,,,,
add,3716861,LV,Other 2,Latvia
,,,,
add,371686666,LV,Other 2,Latvia
,,,,
add,3716868,LV,Other 2,Latvia
,,,,
add,3716870,LV,Other 2,Latvia
,,,,
add,371687777,LV,Other 2,Latvia
,,,,
add,3716880,LV,Other 2,Latvia
,,,,
add,3716889,LV,Other 2,Latvia
,,,,
add,371201,LV,Special Mobile,Latvia
,,,,
add,3712089,LV,Special Mobile,Latvia
,,,,
add,3712090,LV,Special Mobile,Latvia
,,,,
add,3712091,LV,Special Mobile,Latvia
,,,,
add,3712094,LV,Special Mobile,Latvia
,,,,
add,3712095,LV,Special Mobile,Latvia
,,,,
add,3712096,LV,Special Mobile,Latvia
,,,,
add,3712097,LV,Special Mobile,Latvia
,,,,
add,3712098,LV,Special Mobile,Latvia
,,,,
add,3712099,LV,Special Mobile,Latvia
,,,,
add,37121,LV,Special Mobile,Latvia
,,,,
add,371222,LV,Special Mobile,Latvia
,,,,
add,3712270,LV,Special Mobile,Latvia
,,,,
add,3712274,LV,Special Mobile,Latvia
,,,,
add,3712278,LV,Special Mobile,Latvia
,,,,
add,3712279,LV,Special Mobile,Latvia
,,,,
add,3712285,LV,Special Mobile,Latvia
,,,,
add,3712286,LV,Special Mobile,Latvia
,,,,
add,3712287,LV,Special Mobile,Latvia
,,,,
add,3712289,LV,Special Mobile,Latvia
,,,,
add,3712290,LV,Special Mobile,Latvia
,,,,
add,3712291,LV,Special Mobile,Latvia
,,,,
add,3712292,LV,Special Mobile,Latvia
,,,,
add,3712293,LV,Special Mobile,Latvia
,,,,
add,3712294,LV,Special Mobile,Latvia
,,,,
add,3712295,LV,Special Mobile,Latvia
,,,,
add,3712296,LV,Special Mobile,Latvia
,,,,
add,3712297,LV,Special Mobile,Latvia
,,,,
add,3712298,LV,Special Mobile,Latvia
,,,,
add,371232,LV,Special Mobile,Latvia
,,,,
add,371233,LV,Special Mobile,Latvia
,,,,
add,371234,LV,Special Mobile,Latvia
,,,,
add,371235,LV,Special Mobile,Latvia
,,,,
add,3712360,LV,Special Mobile,Latvia
,,,,
add,3712361,LV,Special Mobile,Latvia
,,,,
add,3712362,LV,Special Mobile,Latvia
,,,,
add,3712370,LV,Special Mobile,Latvia
,,,,
add,3712375,LV,Special Mobile,Latvia
,,,,
add,371240,LV,Special Mobile,Latvia
,,,,
add,3712412,LV,Special Mobile,Latvia
,,,,
add,3712414,LV,Special Mobile,Latvia
,,,,
add,371242,LV,Special Mobile,Latvia
,,,,
add,3712430,LV,Special Mobile,Latvia
,,,,
add,3712431,LV,Special Mobile,Latvia
,,,,
add,3712434,LV,Special Mobile,Latvia
,,,,
add,3712435,LV,Special Mobile,Latvia
,,,,
add,3712436,LV,Special Mobile,Latvia
,,,,
add,3712437,LV,Special Mobile,Latvia
,,,,
add,3712438,LV,Special Mobile,Latvia
,,,,
add,3712439,LV,Special Mobile,Latvia
,,,,
add,3712445,LV,Special Mobile,Latvia
,,,,
add,3712446,LV,Special Mobile,Latvia
,,,,
add,3712447,LV,Special Mobile,Latvia
,,,,
add,3712448,LV,Special Mobile,Latvia
,,,,
add,3712456,LV,Special Mobile,Latvia
,,,,
add,3712457,LV,Special Mobile,Latvia
,,,,
add,3712474,LV,Special Mobile,Latvia
,,,,
add,3712499,LV,Special Mobile,Latvia
,,,,
add,3712500,LV,Special Mobile,Latvia
,,,,
add,3712501,LV,Special Mobile,Latvia
,,,,
add,3712502,LV,Special Mobile,Latvia
,,,,
add,3712504,LV,Special Mobile,Latvia
,,,,
add,3712506,LV,Special Mobile,Latvia
,,,,
add,3712507,LV,Special Mobile,Latvia
,,,,
add,3712508,LV,Special Mobile,Latvia
,,,,
add,3712580,LV,Special Mobile,Latvia
,,,,
add,3712581,LV,Special Mobile,Latvia
,,,,
add,3712582,LV,Special Mobile,Latvia
,,,,
add,3712583,LV,Special Mobile,Latvia
,,,,
add,3712584,LV,Special Mobile,Latvia
,,,,
add,3712589,LV,Special Mobile,Latvia
,,,,
add,3712769,LV,Special Mobile,Latvia
,,,,
add,3712791,LV,Special Mobile,Latvia
,,,,
add,3712793,LV,Special Mobile,Latvia
,,,,
add,3712794,LV,Special Mobile,Latvia
,,,,
add,3712795,LV,Special Mobile,Latvia
,,,,
add,3712796,LV,Special Mobile,Latvia
,,,,
add,3712797,LV,Special Mobile,Latvia
,,,,
add,3712798,LV,Special Mobile,Latvia
,,,,
add,3712800,LV,Special Mobile,Latvia
,,,,
add,3712801,LV,Special Mobile,Latvia
,,,,
add,3712802,LV,Special Mobile,Latvia
,,,,
add,3712803,LV,Special Mobile,Latvia
,,,,
add,3712808,LV,Special Mobile,Latvia
,,,,
add,3712809,LV,Special Mobile,Latvia
,,,,
add,3712840,LV,Special Mobile,Latvia
,,,,
add,3712850,LV,Special Mobile,Latvia
,,,,
add,3712859,LV,Special Mobile,Latvia
,,,,
add,3712900,LV,Special Mobile,Latvia
,,,,
add,3712901,LV,Special Mobile,Latvia
,,,,
add,3712903,LV,Special Mobile,Latvia
,,,,
add,3712904,LV,Special Mobile,Latvia
,,,,
add,3712905,LV,Special Mobile,Latvia
,,,,
add,3712906,LV,Special Mobile,Latvia
,,,,
add,3712907,LV,Special Mobile,Latvia
,,,,
add,3712908,LV,Special Mobile,Latvia
,,,,
add,3712909,LV,Special Mobile,Latvia
,,,,
add,37162208,LV,Special Mobile,Latvia
,,,,
add,37163036,LV,Special Mobile,Latvia
,,,,
add,37163067,LV,Special Mobile,Latvia
,,,,
add,37163134,LV,Special Mobile,Latvia
,,,,
add,37163284,LV,Special Mobile,Latvia
,,,,
add,37163394,LV,Special Mobile,Latvia
,,,,
add,37163475,LV,Special Mobile,Latvia
,,,,
add,37163517,LV,Special Mobile,Latvia
,,,,
add,37163654,LV,Special Mobile,Latvia
,,,,
add,37163774,LV,Special Mobile,Latvia
,,,,
add,37163894,LV,Special Mobile,Latvia
,,,,
add,37163994,LV,Special Mobile,Latvia
,,,,
add,37164094,LV,Special Mobile,Latvia
,,,,
add,37164115,LV,Special Mobile,Latvia
,,,,
add,37164215,LV,Special Mobile,Latvia
,,,,
add,37164371,LV,Special Mobile,Latvia
,,,,
add,37164424,LV,Special Mobile,Latvia
,,,,
add,37164584,LV,Special Mobile,Latvia
,,,,
add,37164677,LV,Special Mobile,Latvia
,,,,
add,37164698,LV,Special Mobile,Latvia
,,,,
add,37164794,LV,Special Mobile,Latvia
,,,,
add,37164884,LV,Special Mobile,Latvia
,,,,
add,37164922,LV,Special Mobile,Latvia
,,,,
add,37165094,LV,Special Mobile,Latvia
,,,,
add,37165153,LV,Special Mobile,Latvia
,,,,
add,37165158,LV,Special Mobile,Latvia
,,,,
add,37165159,LV,Special Mobile,Latvia
,,,,
add,37165185,LV,Special Mobile,Latvia
,,,,
add,37165284,LV,Special Mobile,Latvia
,,,,
add,37165394,LV,Special Mobile,Latvia
,,,,
add,37165417,LV,Special Mobile,Latvia
,,,,
add,37165418,LV,Special Mobile,Latvia
,,,,
add,37165525,LV,Special Mobile,Latvia
,,,,
add,37165633,LV,Special Mobile,Latvia
,,,,
add,37165774,LV,Special Mobile,Latvia
,,,,
add,37165838,LV,Special Mobile,Latvia
,,,,
add,37166272,LV,Special Mobile,Latvia
,,,,
add,3716660,LV,Special Mobile,Latvia
,,,,
add,3716661,LV,Special Mobile,Latvia
,,,,
add,3716662,LV,Special Mobile,Latvia
,,,,
add,3716663,LV,Special Mobile,Latvia
,,,,
add,3716664,LV,Special Mobile,Latvia
,,,,
add,37167858,LV,Special Mobile,Latvia
,,,,
add,37168255,LV,Special Mobile,Latvia
,,,,
add,37168488,LV,Special Mobile,Latvia
,,,,
add,37168501,LV,Special Mobile,Latvia
